emails,target
"Subject: re : starting date : jan 8 th , 2001
vince :
fyi - wichai is joining on jan 8 th . osman will take care of him until my
return .
krishna .
- - - - - - - - - - - - - - - - - - - - - - forwarded by pinnamaneni krishnarao / hou / ect on
12 / 19 / 2000 03 : 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
pinnamaneni krishnarao
12 / 19 / 2000 02 : 54 pm
to : osman sezgen / hou / ees @ ees
cc :
subject : re : starting date : jan 8 th , 2001
osman :
can you request the desk & computer for wichai ? dennis has knows about
wichai coming in january .
thanks ,
krishan .
- - - - - - - - - - - - - - - - - - - - - - forwarded by pinnamaneni krishnarao / hou / ect on
12 / 19 / 2000 02 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
pinnamaneni krishnarao
12 / 19 / 2000 02 : 52 pm
to : "" wichai narongwanich "" @ enron
cc :
subject : re : starting date : jan 8 th , 2001
dear wichai :
good to hear from you and glad you will be here soon . i will be on vacation
in january . when i am gone you will report to osman sezgen who you have met
when you were here in houston . please get in touch with him when you come
here . his phone number is ( 713 ) 853 - 5485 . if you have any problems , contact
our assistant shirley crenshaw at ( 713 ) 853 - 5290 .
best wishes ,
krishna .
"" wichai narongwanich "" on 12 / 19 / 2000 01 : 51 : 40 pm
to :
cc :
subject : starting date : jan 8 th , 2001
dear dr . krishna ,
as mentioned during the interviewing process , i plan to start working under
your supervision on earlier january . i ' m now ready to start working with
your on jan 8 th , 2001 . i have been in contact with the human resource
department to set up the working permit and relocation . i have received the
optional practical training valid from jan 8 th , 2001 to jan 7 th , 2002 . i
will go down to houston to look for an apartment this weekend .
by the way , i heard from seksan , currently working under your supervision ,
that you will be on vacation soon and will come back to work again late
january . therefore , i would like to whether who should i report with on my
starting date ? or do you have any recommendation for me to prepare for the
new work ? please , advise .
best regards ,
wichai narongwanich
- - - - - original message - - - - -
from : pinnamaneni . krishnarao @ enron . com
sent : tuesday , june 20 , 2000 1 : 21 pm
to : wichai @ engin . umich . edu
subject : re : resume for sr . specialist / manager - research position
dear mr . narongwanich :
you have an impressive background . what is your availability in terms
of timing ? we are looking for somebody to join our group fairly soon ( weeks
rather than months ) .
thank you ,
p . v . krishnarao
"" wichai narongwanich "" on 06 / 19 / 2000 09 : 17 : 35 am
to :
cc :
subject : resume for sr . specialist / manager - research position
dear mr . krishnarao ,
i received information about this job opportunity describe below by boo
lee ,
an alumni of financial engineering program here in the university of
michigan . the position is very interesting and relevant to my background
( pursuing ph . d . operations research with real options interest , completed
mse financial engineering , mse industrial and operations engineering , have
been working on ms - excel with vba for 4 years ) i attach my resume in
ms - word
document in this mail . if you need further information , please don ' t
hesitate to contact me .
sincerely ,
wichai narongwanich
wichai narongwanich
ph . d . candidate , ioe dept .
research assistant , meam dept .
university of michigan
sr . specialist / manager - research
position description : fulltime position as a member of the research
group at
enron supporting commodity risk management activities in enron energy
services . the selected person will be working closely with the deal makers
and risk - managers to develop and support quantitative models for pricing
and risk management .
responsibilities : responsibilities include analyzing data and developing
models for valuing commodity ( or commodity - related ) contracts , options
embedded in or real options associated with long term energy management
contracts , forecasting customer loads , and managing risks associated with
energy contracts .
qualifications & skills :
masters / doctorate degree in a quantitative field ( mathematics , statistics ,
operations research , econometrics / finance ) with experience or course work
in
statistics , data analysis and mathematical modeling . must have excellent
computer skills and be able to function in a dynamic , unstructured
environment .
coursework in statistics / econometrics and basic finance preferred .
proficiency in excel including vba .
familiarity with access & visual basic .
knowledge of risk management or energy markets a plus .
place of work : houston
contact : email resumes to pkrishn @ enron . com ( p . v . krishnarao )
( see attached file : resume . doc )",0
"Subject: attached is the march , 2001 availability schedule for devon .
please call me at 405 - 228 - 4298 if you
march 2001 devon availabilities .
if anyone receives this that should not , please let me know and i will remove
from distribution .
thanks ,
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 02 / 21 / 2001 09 : 20
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
02 / 21 / 2001 09 : 45 am
to :
cc :
subject : attached is the march , 2001 availability schedule for devon . please
call me at 405 - 228 - 4298 if you
attached is the march , 2001 availability schedule for devon . please call me
at 405 - 228 - 4298 if you have any questions .
- enronavailso 301 . xls",0
"Subject: hello from chicago
i wanted to pass this on to you as a group . richard is taking responsibility
to ensure we have the appropriate resources to support our transaction
business .
if you have questions or comments , or need further information regarding the
attached , please contact me @ ( 312 ) 357 - 8869 .
thanx !
laura
- - - - - - - - - - - - - - - - - - - - - - forwarded by laura luce / corp / enron on 01 / 14 / 2000 10 : 06
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
richard tomaski
01 / 13 / 2000 07 : 59 pm
to : ed mcmichael / hou / ect @ ect , deirdre mccaffrey / hou / ect @ ect , steve
jackson / hou / ect @ ect , berney c aucoin / hou / ect @ ect
cc : laura luce / corp / enron @ enron , barbara g dillard / corp / enron @ enron , gregg
penman / corp / enron @ enron , kevin p radous / corp / enron @ enron , russell e
murrell / corp / enron @ enron
subject : hello from chicago
hey guys , i just wanted to update everybody on what ' s going on up here in
chicago . we ' ve finally got our computers hooked up , so we are off and
running now . actually , we got quite of few projects going on up here ( yes ,
these are real projects ) and we are going to need the houston structuring
group for support . i don ' t know if you guys are still short - handed and what
kind of projects you may already have lined - up , but i wanted list out some of
the projects that we are currently working on .
gas
lrg project - deirde is currently working on this with russell
nss storage - sean boyle helped value both their current and new nss . we are
currently working on negotiating with people ' s for these , and i expect that
there may be additional requests in the future .
manlove summer withdraw program - yes this is not a typo . surprise ,
surprise . . . manlove can do a lot more than we thought . i ' ve talked to
deirdre about it and created a simple model , but i would like to better
analyze this with your help .
capital improvements - we ' ve got people ' s christmas list of capital projects
that we are going to help them analyze and seek if any of these make sense .
sendout model - we would like to help them better optimize their morning
sendout taking into account current market pricing and the enron supply deal .
pbr - we are not sure when or if people ' s will file a pbr , but i think that
there are a lot of things that we learned during our previous experience that
we can do to help them prepare for a competitive marketplace ( ie transport
customers tariff restructuring )
pesc - people ' s is looking for assistance in understanding load following and
helping them build models to optimize their retail gas effort
san juan pricing - evan has been working with the desk to provide indicative
pricing with regard to pec hedging out some of their san juan production
reserves
power
power project development - we have several power projects underway and the
ctg group ( billy lemmons ) is helping us create necessary models
pesc - the retail power stuff lives . i ' ve think that fallon has a new
attitude on these deals and enron has committed to help them figure out this
market .
power plant balancing model - we have in our portfolio and will be offering
balancing / storage services for chicago area power projects . we would like to
have a model or at least a better understanding to help us with this endeavor .
we have resources in chicago dedicated to these projects , as well as the
other stuff we ' re trying to do like negotiate contracts and set up the
chicago back office function . we plan on adding our own structuring
resources ( in chicago or houston ) , but we felt that we ought to start by
figuring out what support the houston office will be able to provide . i will
be in the office this monday ( jan 17 ) , so i hope to be able to catch up with
you and discuss some of these items then . feel free to contact me if you
need to before then at 312 . 357 . 8876 or pager 800 . 778 . 0291 . thanks
richard",0
"Subject: black marlin - meter 986782 for 8 / 98 - ua 4
according to measurement , there is flow of 7 , 394 in 8 / 98 , however , there is
nothing to indicate this is gas that was received on hpl in oss . i checked
mips and there is a measurement statement that supports the flow rate of
7 , 394 mmbtu .
daren is there a deal in cpr which may not have fed over to oss ?
thanks , stella",0
"Subject: ces change on lonestar
daren - - - fyi - -
i changed ces back to the first , adjustment of ( 372 ) .
mark",0
"Subject: meter 981318
daren ,
the above meter recorded a flow on jan 15 this year . it has not had any
activity all the way back through 1999 . i checked with cheryl jones and the
flow is good . it was apparently turned on for that one day . do we need to
put in a deal for this flow ?
thanks .
also , we had a transport nom from texaco into king ranch , so we will have
adequate flow into stratton .",0
"Subject: new soft
new qem software http : / / www . allsoftbest . info /
adobe photoshop 7 . 0 - 60 inhibited
adobe photoshop 7 . 0 - 60 announces
adobe photoshop 7 . 0 - 60 toryize
adobe photoshop 7 . 0 - 60 afloat
adobe photoshop 7 . 0 - 60 aphid
adobe photoshop 7 . 0 - 60 geocentric
adobe photoshop 7 . 0 - 60 mushroomed
adobe photoshop 7 . 0 - 60 pyramids
adobe photoshop 7 . 0 - 60 catlike
adobe photoshop 7 . 0 - 60 belmont
adobe photoshop 7 . 0 - 60 regis
adobe photoshop 7 . 0 - 60 shopper
adobe photoshop 7 . 0 - 60 effigy
http : / / www . allsoftbest . info /
",1
"Subject: re : subscriptions
stephanie ,
please , discontinue credit and renew the two other publications :
energy & power risk management and the journal of computational finance .
enron north america corp .
from : stephanie e taylor 12 / 12 / 2000 01 : 43 pm
to : vince j kaminski / hou / ect @ ect
cc :
subject : subscriptions
dear vince ,
we will be happy to renew your subscription to risk . in addition , the
following publications are up for renewal :
reg . subscription cost with corp . discount
credit $ 1145 . 00 $ 973 . 25
energy & power risk management $ 375 . 00 $ 318 . 75
the journal of computational finance $ 291 . 75 $ 247 . 99
if you wish to renew these , we will also take care of this for you . i would
appreciate your responding by december 18 th . please include your company and
cost center numbers with your renewal .
thank you ,
stephanie e . taylor
esource
713 - 345 - 7928",0
"Subject: get it free - ibm thinkpad computer !
",1
"Subject: january - meter 2186 clear lake city gate
i have flow without a nom each day at meter 2186 lst = 1375
2 nd = 28
3 rd = 2532
4 th = 5952
i assume that this is entex meter . is this volume captured at meter 2000 ? i
will need a nom to support this flow . please advise . thank you .",0
"Subject: re : credit article
dear vince
thank you very much for the information .
i will get in touch with them today and will keep you informed as to the
outcome .
regards ,
katja
vince j kaminski
06 / 01 / 2000 19 : 52
to : katja schilling / lon / ect @ ect , vasant shanbhogue / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect
subject : re : credit article
katja ,
risk magazine has the copyright . you have to contact them to get the
permission to use this
for external users .
you can contact :
sh ? n millie
risk books
28 - 29 haymarket
london swly 4 rx
pone : 44 ( 0 ) 171 484 9740
fax : 44 ( 0 ) 171 484 9758
e - mail : shan @ risk . co . uk
www . riskpublications . com
and discuss the legal aspects with her .
vince
vasant shanbhogue
01 / 06 / 2000 08 : 28 am
to : katja schilling / lon / ect @ ect
cc : vince j kaminski / hou / ect @ ect
subject : re : credit article
i do not think minor changes would allow you to just use the same file . you
will have to check with risk . this is risk books , a specialist division of
risk publications in london . address : haymarket house , 28 - 29 haymarket ,
london swly 4 rx .
the publication was in a book , entitled "" credit derivatives : applications for
risk management , investment and portfolio optimisation , "" publishd in 1998 . i
am not sure if a lawyer was involved , maybe vince will know .
vasant
katja schilling
01 / 05 / 2000 05 : 47 am
to : vasant shanbhogue / hou / ect @ ect
cc : bijoya banerjea / lon / ect @ ect
subject : credit article
hello vasant !
bijoya has updated me on the discussion you have been having on the article
from risk magazine about credit .
we have found that the attachments you sent her are actually not
word - for - word the same as the published version we have - the changes are
only minor , wever , and have not altered the article in any way .
my question now concerns the copyrights . since the version you sent is
slightly different , do you think this gives us the freedom to publish it
without the consent of risk ?
and if not - can you tell me if it was published by risk uk or risk in the
states ? and which issue was it ? i just want to have all of the details if i
need to call someone at the magazine . . .
also - was there a lawyer involved in the publication procedure , or was this
handled by london / houston pr ? or by vince himself ?
sorry about all of the questions . . . i just want to avoid problems well in
advance .
thank you !
regards ,
katja",0
